1	19	1
1	22	1
1	56	1
1	62	1
1	64	1
1	80	1
1	95	1
1	116	1
1	119	1
1	122	1
1	126	1
2	34	1
2	42	1
2	70	1
2	94	1
2	105	1
3	34	1
3	41	1
3	64	1
3	87	1
3	88	1
3	89	1
3	102	1
3	111	1
3	117	1
4	5	1
4	82	1
4	91	1
4	106	1
5	82	1
5	91	1
5	106	1
6	117	1
6	124	1
7	12	1
7	17	1
7	18	1
7	24	1
7	29	1
7	34	1
7	37	1
7	53	1
7	64	1
7	67	1
7	69	2
7	96	1
7	102	1
7	113	1
7	118	2
7	119	1
7	122	1
8	9	1
8	11	1
8	34	1
8	110	1
9	10	1
9	11	1
9	13	1
9	28	1
9	34	1
9	46	1
9	54	1
9	64	1
9	83	1
9	86	1
9	102	1
9	110	1
9	116	1
9	120	1
9	127	1
9	132	1
10	13	1
10	28	1
10	46	1
10	54	1
10	64	1
10	83	1
10	86	1
10	102	1
10	116	1
10	120	1
10	127	1
10	132	1
11	34	1
11	110	1
12	17	1
12	18	1
12	47	1
12	53	1
12	64	2
12	69	2
12	96	1
12	102	1
12	115	1
12	118	1
12	119	1
12	122	1
13	28	1
13	46	1
13	54	1
13	64	1
13	83	1
13	86	1
13	102	1
13	116	1
13	120	1
13	127	1
13	132	1
14	35	1
14	47	1
14	117	1
15	38	1
15	46	1
15	55	1
15	64	1
15	81	1
15	100	1
15	115	1
15	119	1
15	122	1
15	123	1
16	45	1
16	57	1
16	58	1
16	71	1
16	92	1
16	109	1
16	115	1
16	117	1
16	122	1
16	127	1
17	18	1
17	53	1
17	64	1
17	69	1
17	96	1
17	102	1
17	118	1
17	119	1
17	122	1
18	53	1
18	64	1
18	69	1
18	96	1
18	102	1
18	118	1
18	119	1
18	122	1
19	22	1
19	56	1
19	62	1
19	64	1
19	80	1
19	95	1
19	116	1
19	119	1
19	122	1
19	126	1
20	34	1
20	46	1
20	49	1
20	51	1
20	52	1
20	61	1
20	64	1
20	65	1
20	117	1
21	25	1
21	57	1
21	99	1
21	101	1
21	104	1
21	107	1
21	115	1
21	121	1
22	56	1
22	62	1
22	64	2
22	69	1
22	80	1
22	84	1
22	93	1
22	95	1
22	114	1
22	115	1
22	116	1
22	119	2
22	122	1
22	126	1
22	129	1
22	131	1
23	31	1
23	34	1
23	44	1
23	57	1
23	64	1
23	112	1
23	118	1
23	119	1
24	29	1
24	34	1
24	37	1
24	67	1
24	69	1
24	113	1
24	118	1
25	57	1
25	99	1
25	101	1
25	104	1
25	107	1
25	115	1
25	121	1
26	34	1
26	68	1
26	72	1
26	90	1
26	118	1
27	43	1
27	63	1
27	79	1
27	115	1
28	46	1
28	54	1
28	64	1
28	83	1
28	86	1
28	102	1
28	116	1
28	120	1
28	127	1
28	132	1
29	34	1
29	37	1
29	67	1
29	69	1
29	113	1
29	118	1
30	34	1
30	48	1
30	64	1
30	107	1
31	34	1
31	44	1
31	57	1
31	64	1
31	112	1
31	118	1
31	119	1
32	39	1
32	59	1
32	108	1
32	118	1
32	125	1
33	76	1
33	115	1
34	37	1
34	41	1
34	42	1
34	44	1
34	46	1
34	48	1
34	49	1
34	51	1
34	52	1
34	57	1
34	61	1
34	64	4
34	65	1
34	67	1
34	68	1
34	69	1
34	70	1
34	72	1
34	78	1
34	85	1
34	87	1
34	88	1
34	89	1
34	90	1
34	94	1
34	102	1
34	105	1
34	107	1
34	110	1
34	111	1
34	112	1
34	113	1
34	117	2
34	118	3
34	119	1
34	128	1
35	47	1
35	117	1
36	60	1
36	66	1
36	115	1
36	133	1
37	67	1
37	69	1
37	113	1
37	118	1
38	46	1
38	55	1
38	64	1
38	81	1
38	100	1
38	115	1
38	119	1
38	122	1
38	123	1
39	59	1
39	108	1
39	118	1
39	125	1
40	50	1
40	69	1
40	115	1
41	64	1
41	87	1
41	88	1
41	89	1
41	102	1
41	111	1
41	117	1
42	70	1
42	94	1
42	105	1
43	63	1
43	79	1
43	115	1
44	57	1
44	64	1
44	112	1
44	118	1
44	119	1
45	57	1
45	58	1
45	71	1
45	92	1
45	109	1
45	115	1
45	117	1
45	122	1
45	127	1
46	49	1
46	51	1
46	52	1
46	54	1
46	55	1
46	61	1
46	64	3
46	65	1
46	81	1
46	83	1
46	86	1
46	100	1
46	102	1
46	115	1
46	116	1
46	117	1
46	119	1
46	120	1
46	122	1
46	123	1
46	127	1
46	132	1
47	64	1
47	69	1
47	115	1
47	117	1
48	64	1
48	107	1
49	51	1
49	52	1
49	61	1
49	64	1
49	65	1
49	117	1
50	69	1
50	115	1
51	52	1
51	61	1
51	64	1
51	65	1
51	117	1
52	61	1
52	64	1
52	65	1
52	117	1
53	64	1
53	69	1
53	96	1
53	102	1
53	118	1
53	119	1
53	122	1
54	64	1
54	83	1
54	86	1
54	102	1
54	116	1
54	120	1
54	127	1
54	132	1
55	64	1
55	81	1
55	100	1
55	115	1
55	119	1
55	122	1
55	123	1
56	62	1
56	64	1
56	80	1
56	95	1
56	116	1
56	119	1
56	122	1
56	126	1
57	58	1
57	64	1
57	71	1
57	92	1
57	99	1
57	101	1
57	104	1
57	107	1
57	109	1
57	112	1
57	115	2
57	117	1
57	118	1
57	119	1
57	121	1
57	122	1
57	127	1
58	71	1
58	92	1
58	109	1
58	115	1
58	117	1
58	122	1
58	127	1
59	108	1
59	118	1
59	125	1
60	66	1
60	115	1
60	133	1
61	64	1
61	65	1
61	117	1
62	64	1
62	80	1
62	95	1
62	116	1
62	119	1
62	122	1
62	126	1
63	79	1
63	115	1
64	65	1
64	69	3
64	80	1
64	81	1
64	83	1
64	84	1
64	86	1
64	87	1
64	88	1
64	89	1
64	93	1
64	95	1
64	96	1
64	100	1
64	102	3
64	107	1
64	111	1
64	112	1
64	114	1
64	115	3
64	116	2
64	117	2
64	118	2
64	119	5
64	120	1
64	122	3
64	123	1
64	126	1
64	127	1
64	129	1
64	131	1
64	132	1
65	117	1
66	115	1
66	133	1
67	69	1
67	113	1
67	118	1
68	72	1
68	90	1
68	118	1
69	84	1
69	93	1
69	96	1
69	102	1
69	113	1
69	114	1
69	115	3
69	118	2
69	119	2
69	122	1
69	129	1
69	131	1
70	94	1
70	105	1
71	92	1
71	109	1
71	115	1
71	117	1
71	122	1
71	127	1
72	90	1
72	118	1
73	74	1
73	97	1
74	97	1
75	77	1
75	103	1
75	117	1
76	115	1
77	103	1
77	117	1
78	85	1
78	128	1
79	115	1
80	95	1
80	116	1
80	119	1
80	122	1
80	126	1
81	100	1
81	115	1
81	119	1
81	122	1
81	123	1
82	91	1
82	106	1
83	86	1
83	102	1
83	116	1
83	120	1
83	127	1
83	132	1
84	93	1
84	114	1
84	115	1
84	119	1
84	129	1
84	131	1
85	128	1
86	102	1
86	116	1
86	120	1
86	127	1
86	132	1
87	88	1
87	89	1
87	102	1
87	111	1
87	117	1
88	89	1
88	102	1
88	111	1
88	117	1
89	102	1
89	111	1
89	117	1
90	118	1
91	106	1
92	109	1
92	115	1
92	117	1
92	122	1
92	127	1
93	114	1
93	115	1
93	119	1
93	129	1
93	131	1
94	105	1
95	116	1
95	119	1
95	122	1
95	126	1
96	102	1
96	118	1
96	119	1
96	122	1
98	115	1
98	129	1
98	130	1
99	101	1
99	104	1
99	107	1
99	115	1
99	121	1
100	115	1
100	119	1
100	122	1
100	123	1
101	104	1
101	107	1
101	115	1
101	121	1
102	111	1
102	116	1
102	117	1
102	118	1
102	119	1
102	120	1
102	122	1
102	127	1
102	132	1
103	117	1
104	107	1
104	115	1
104	121	1
107	115	1
107	121	1
108	118	1
108	125	1
109	115	1
109	117	1
109	122	1
109	127	1
111	117	1
112	118	1
112	119	1
113	118	1
114	115	1
114	119	1
114	129	1
114	131	1
115	117	1
115	119	2
115	121	1
115	122	2
115	123	1
115	127	1
115	129	2
115	130	1
115	131	1
115	133	1
116	119	1
116	120	1
116	122	1
116	126	1
116	127	1
116	132	1
117	122	1
117	124	1
117	127	1
118	119	2
118	122	1
118	125	1
119	122	3
119	123	1
119	126	1
119	129	1
119	131	1
120	127	1
120	132	1
122	123	1
122	126	1
122	127	1
127	132	1
129	130	1
129	131	1
