1	6	1
1	63	1
1	68	1
1	79	1
2	3	1
2	37	1
2	44	1
2	85	1
2	88	1
3	37	1
3	44	1
3	85	1
3	88	1
4	12	1
4	16	1
4	22	1
5	23	1
5	29	1
5	30	1
5	75	1
6	63	1
6	68	1
6	79	1
7	87	1
8	38	1
8	62	1
9	56	1
9	83	1
9	84	1
9	104	1
9	113	1
10	67	1
10	81	1
10	86	1
10	94	1
10	95	1
11	19	1
11	29	1
11	78	1
12	16	1
12	22	1
13	14	1
13	39	1
13	96	1
13	103	1
13	124	1
13	126	1
14	39	1
14	96	1
14	103	1
14	124	1
14	126	1
15	20	1
16	22	1
17	25	1
17	106	1
17	116	1
17	118	1
17	119	1
17	120	1
17	128	1
18	34	1
18	46	1
18	49	1
18	76	1
18	80	1
18	82	1
19	29	1
19	78	1
21	71	1
21	91	1
21	97	1
21	123	1
23	29	1
23	30	1
23	75	1
24	36	1
24	42	1
24	47	1
24	92	1
24	101	1
24	127	1
25	106	1
25	116	1
25	118	1
25	119	1
25	120	1
25	128	1
26	100	1
26	108	1
26	111	1
26	122	1
27	32	1
27	52	1
27	72	1
27	98	1
27	99	1
27	105	1
28	35	1
28	45	1
28	65	1
29	30	1
29	75	1
29	78	1
30	75	1
31	54	1
31	70	1
31	121	1
32	52	1
32	72	1
32	98	1
32	99	1
32	105	1
33	53	1
33	57	1
33	89	1
33	112	1
34	46	1
34	49	1
34	76	1
34	80	1
34	82	1
35	45	1
35	65	1
36	42	1
36	47	1
36	92	1
36	101	1
36	127	1
37	44	1
37	85	1
37	88	1
38	62	1
39	51	1
39	93	1
39	96	1
39	103	1
39	115	1
39	124	2
39	126	1
40	55	1
40	60	1
40	61	1
40	90	1
40	117	1
41	66	1
41	74	1
41	89	1
42	47	1
42	92	1
42	101	1
42	127	1
43	50	1
43	58	1
44	85	1
44	88	1
45	65	1
46	49	1
46	76	1
46	80	1
46	82	1
47	92	1
47	101	1
47	127	1
48	69	1
48	77	1
49	76	1
49	80	1
49	82	1
50	58	1
51	93	1
51	115	1
51	124	1
52	72	1
52	98	1
52	99	1
52	105	1
53	57	1
53	89	1
53	112	1
54	70	1
54	121	1
55	60	1
55	61	1
55	90	1
55	117	1
56	83	1
56	84	1
56	104	1
56	113	1
57	89	1
57	112	1
59	107	1
59	114	1
60	61	1
60	90	1
60	117	1
61	90	1
61	117	1
63	68	1
63	79	1
64	73	1
66	74	1
66	89	1
67	81	1
67	86	1
67	94	1
67	95	1
68	79	1
69	77	1
70	121	1
71	91	1
71	97	1
71	123	1
72	98	1
72	99	1
72	105	1
74	89	1
76	80	1
76	82	1
80	82	1
81	86	1
81	94	1
81	95	1
83	84	1
83	104	1
83	113	1
84	104	1
84	113	1
85	88	1
86	94	1
86	95	1
89	112	1
90	117	1
91	97	1
91	123	1
92	101	1
92	127	1
93	115	1
93	124	1
94	95	1
96	103	1
96	124	1
96	126	1
97	123	1
98	99	1
98	105	1
99	105	1
100	108	1
100	111	1
100	122	1
101	127	1
102	109	1
102	110	1
102	125	1
103	124	1
103	126	1
104	113	1
106	116	1
106	118	1
106	119	1
106	120	1
106	128	1
107	114	1
108	111	1
108	122	1
109	110	1
109	125	1
110	125	1
111	122	1
115	124	1
116	118	1
116	119	1
116	120	1
116	128	1
118	119	1
118	120	1
118	128	1
119	120	1
119	128	1
120	128	1
124	126	1
